Potra	Potri	AT_best_hit	AT_Gene_Names	AT_description
Potra2n8c17461	Potri.008G093500	AT1G69320	ATCLE10	ATCLE10
Potra2n10c21017	Potri.008G093800	AT1G13890	ATSNoneP30	ATSNoneP30
Potra2n8c17464	Potri.008G093800	AT1G13890	ATSNoneP30	ATSNoneP30
Potra2n8c17466	Potri.008G094000	AT1G69310	ATWRKY57	ATWRKY57
Potra2n10c21020	Potri.008G094100	AT1G26520	None	AT1G26520
Potra2n8c17467	Potri.008G094100	AT1G26520	None	AT1G26520
Potra2n8c17468	Potri.008G094200	AT1G26560	ATBGLU40	ATBGLU40
Potra2n8c17469	Potri.008G094300	AT3G29360	ATUGD2	ATUGD2
Potra2n8c17470	Potri.008G094400	AT1G26580	None	AT1G26580
Potra2n8c17472	Potri.008G094500	AT1G26610	None	AT1G26610
Potra2n10c21026	Potri.008G094600	AT1G13870	ATDRL1	ATDRL1
Potra2n8c17473	Potri.008G094600	AT1G13870	ATDRL1	ATDRL1
Potra2n8c17474	Potri.008G094700	AT3G27960	ATKLCR2	ATKLCR2
Potra2n8c17476	Potri.008G095100	AT1G26470	ATSNS1	ATSNS1
Potra2n8c17478	Potri.008G095300	AT1G18650	ATPDCB3	ATPDCB3
Potra2n8c17479	Potri.008G095500	AT2G03590	ATUPS1	ATUPS1
Potra2n8c17480	Potri.008G095600	AT2G03590	ATUPS1	ATUPS1
Potra2n8c17481	Potri.008G095700	AT1G13770	ATRUS3	ATRUS3
Potra2n8c17483	Potri.008G095900	AT1G10380	None	AT1G10380
Potra2n8c17486	Potri.008G096100	AT5G61040	None	AT5G61040
Potra2n8c17485	Potri.008G096200	AT2G03620	ATMGT3	ATMGT3
Potra2n8c17487	Potri.008G096300	AT2G03630	None	AT2G03630
Potra2n8c17489	Potri.008G096400	AT3G02130	ATRPK2	ATRPK2
Potra2n8c17488	Potri.008G096500	AT1G13740	ATAFP2	ATAFP2
Potra2n8c17491	Potri.008G096700	AT5G60980	ATNTF2	ATNTF2
Potra2n16c29777	Potri.008G096800	AT1G26370	ATRID1	ATRID1
Potra2n8c17492	Potri.008G096800	AT1G26370	ATRID1	ATRID1
Potra2n8c17493	Potri.008G096900	AT3G29770	ATMES11	ATMES11
Potra2n8c17495	Potri.008G097100	AT2G03690	None	AT2G03690
Potra2n8c17496	Potri.008G097200	AT1G13700	ATPGL1	ATPGL1
Potra2n8c17499	Potri.008G097200	AT1G13700	ATPGL1	ATPGL1
Potra2n8c17497	Potri.008G097300	AT1G69200	ATFLN2	ATFLN2
Potra2n8c17498	Potri.008G097300	AT1G69200	ATFLN2	ATFLN2
Potra2n8c17500	Potri.008G097400	AT4G30000	ATMITHPPK/DHPS	ATMITHPPK/DHPS
Potra2n8c17501	Potri.008G097500	AT1G13690	ATE1	ATE1
Potra2n8c17502	Potri.008G097600	AT3G08900	ATRGP3	ATRGP3
Potra2n8c17503	Potri.008G097700	AT1G26330	None	AT1G26330
Potra2n10c21053	Potri.008G097700	None	None	None
Potra2n8c17505	Potri.008G097800	AT1G69180	ATCRC	ATCRC
Potra2n8c17506	Potri.008G097900	AT1G69170	ATSPL6	ATSPL6
Potra2n8c17507	Potri.008G098200	AT1G69160	ATBGL1	ATBGL1
Potra2n8c17508	Potri.008G098300	None	None	None
Potra2n8c17509	Potri.008G098400	AT5G15800	ATSEP1	ATSEP1
Potra2n8c17510	Potri.008G098500	AT1G69120	ATAP1	ATAP1
Potra2n8c17511	Potri.008G098600	AT2G47070	ATSPL1	ATSPL1
Potra2n8c17514	Potri.008G099100	AT2G12190	None	AT2G12190
Potra2n8c17515	Potri.008G099300	AT4G01850	ATSAM-2	ATSAM-2
Potra2n8c17517	Potri.008G099400	AT3G15580	ATAPG8H	ATAPG8H
Potra2n8c17518	Potri.008G099500	AT3G62240	ATSRH1	ATSRH1
Potra2n8c17519	Potri.008G099600	AT3G17380	None	AT3G17380
Potra2n8c17520	Potri.008G099700	AT1G48170	ATPBAC4	ATPBAC4
Potra2n8c17521	Potri.008G099800	AT3G17350	None	AT3G17350
Potra2n8c17522	Potri.008G099900	AT1G48130	ATPER1	ATPER1
Potra2n10c21074	Potri.008G100100	AT5G15640	None	AT5G15640
Potra2n8c17524	Potri.008G100100	AT1G10630	ATARFA1F	ATARFA1F
Potra2n8c17525	Potri.008G100200	AT1G48110	ATECT7	ATECT7
Potra2n8c17526	Potri.008G100300	AT3G62270	ATBOR2	ATBOR2
Potra2n10c21077	Potri.008G100400	AT3G17300	ATEMB2786	ATEMB2786
Potra2n8c17527	Potri.008G100400	AT3G17300	ATEMB2786	ATEMB2786
Potra2n8c17528	Potri.008G100500	AT1G48100	ATPGX3	ATPGX3
Potra2n10c21079	Potri.008G100600	AT1G48090	None	AT1G48090
Potra2n8c17529	Potri.008G100600	AT1G48090	None	AT1G48090
Potra2n8c17530	Potri.008G100700	AT1G48040	None	AT1G48040
Potra2n10c21082	Potri.008G100800	AT1G48030	ATmtLPD1	ATmtLPD1
Potra2n8c17531	Potri.008G100800	AT1G48030	ATmtLPD1	ATmtLPD1
Potra2n8c17535	Potri.008G101000	AT2G47180	ATGolS1	ATGolS1
Potra2n8c17537	Potri.008G101200	AT5G49930	ATemb1441	ATemb1441
Potra2n8c17538	Potri.008G101300	AT3G17205	ATUPL6	ATUPL6
Potra2n8c17539	Potri.008G101400	AT3G06490	ATMYB108	ATMYB108
Potra2n10c21097	Potri.008G101500	AT3G05820	None	AT3G05820
Potra2n8c17540	Potri.008G101500	AT3G06500	ATA/N-InvC	ATA/N-InvC
Potra2n8c17541	Potri.008G101600	AT1G47990	ATGA2OX4	ATGA2OX4
Potra2n8c17542	Potri.008G101675	None	None	None
Potra2n10c21106	Potri.008G102000	AT1G47980	None	AT1G47980
Potra2n8c17543	Potri.008G102000	AT1G47980	None	AT1G47980
Potra2n10c21108	Potri.008G102200	AT5G49540	None	AT5G49540
Potra2n8c17546	Potri.008G102200	AT5G49540	None	AT5G49540
Potra2n8c17547	Potri.008G102300	AT3G06550	ATRWA2	ATRWA2
Potra2n8c17548	Potri.008G102500	AT3G06560	ATPAPS3	ATPAPS3
Potra2n8c17549	Potri.008G102600	AT3G17130	None	AT3G17130
Potra2n8c17550	Potri.008G102600	AT3G17130	None	AT3G17130
Potra2n8c17551	Potri.008G102700	None	None	None
Potra2n18c32389	Potri.008G102800	AT3G06580	ATGALK	ATGALK
Potra2n8c17552	Potri.008G102800	AT3G06580	ATGALK	ATGALK
Potra2n8c17553	Potri.008G102900	AT1G07750	None	AT1G07750
Potra2n8c17554	Potri.008G103000	AT4G21800	ATQQT2	ATQQT2
Potra2n8c17555	Potri.008G103200	AT4G16270	ATPRX40	ATPRX40
Potra2n8c17556	Potri.008G103300	AT5G49520	ATWRKY48	ATWRKY48
Potra2n8c17557	Potri.008G103400	AT5G49510	ATPFD3	ATPFD3
Potra2n8c17560	Potri.008G103600	None	None	None
Potra2n8c17561	Potri.008G103700	None	None	None
Potra2n10c21126	Potri.008G103800	AT5G49010	ATSLD5	ATSLD5
Potra2n8c17562	Potri.008G103800	AT5G49010	ATSLD5	ATSLD5
Potra2n8c17563	Potri.008G103900	AT5G49480	ATCP1	ATCP1
Potra2n8c17565	Potri.008G104300	AT3G17090	ATPP2C.D2	ATPP2C.D2
Potra2n8c17566	Potri.008G104400	AT2G33770	ATPHO2	ATPHO2
Potra2n8c17568	Potri.008G104500	AT4G16210	ATECHIA	ATECHIA
Potra2n8c17569	Potri.008G104650	AT2G23540	None	AT2G23540
Potra2n8c17570	Potri.008G104800	AT3G17060	None	AT3G17060
Potra2n8c17571	Potri.008G104900	None	None	None
Potra2n8c17572	Potri.008G105000	AT3G06610	ATPYK	ATPYK
Potra2n8c17573	Potri.008G105100	AT3G06620	ATRAF7	ATRAF7
Potra2n8c17574	Potri.008G105200	AT2G18790	ATPHYB	ATPHYB
Potra2n8c17575	Potri.008G105300	AT3G06650	ATACLB-1	ATACLB-1
Potra2n8c18533	Potri.008G105300	AT5G49460	ATACLB-2	ATACLB-2
Potra2n8c17576	Potri.008G105500	AT3G04690	ATANX1	ATANX1
Potra2n8c17577	Potri.008G105600	AT1G32583	None	AT1G32583
Potra2n10c21142	Potri.008G105600	AT4G24972	ATTPD1	ATTPD1
Potra2n8c17578	Potri.008G105700	AT1G67620	None	AT1G67620
Potra2n10c21149	Potri.008G105800	AT3G66654	ATCYP21-4	ATCYP21-4
Potra2n8c17579	Potri.008G105800	AT3G66654	ATCYP21-4	ATCYP21-4
Potra2n8c17582	Potri.008G106000	AT3G66658	ATALDH22a1	ATALDH22a1
Potra2n8c17584	Potri.008G106100	None	None	None
Potra2n8c17585	Potri.008G106200	AT3G06660	ATIES2B	ATIES2B
Potra2n8c17586	Potri.008G106300	AT3G17000	ATUBC32	ATUBC32
Potra2n8c17587	Potri.008G106400	AT3G01420	ATDOX1	ATDOX1
Potra2n8c17588	Potri.008G106500	AT2G29760	ATOTP81	ATOTP81
Potra2n8c17589	Potri.008G106600	AT3G16990	None	AT3G16990
Potra2n8c17590	Potri.008G106700	AT3G62420	ATBZIP53	ATBZIP53
Potra2n10c21159	Potri.008G106900	AT4G16265	None	AT4G16265
Potra2n8c17592	Potri.008G106900	AT3G16980	ATNRPB9A	ATNRPB9A
Potra2n8c17593	Potri.008G107200	AT4G16160	ATOEP16-2	ATOEP16-2
Potra2n8c17594	Potri.008G107300	AT3G06670	ATSMEK1	ATSMEK1
Potra2n8c17595	Potri.008G107600	AT3G16950	ATLPD1	ATLPD1
Potra2n8c17596	Potri.008G107700	AT3G06700	ATEL29Z	ATEL29Z
Potra2n8c17598	Potri.008G107900	AT3G16940	ATCAMTA6	ATCAMTA6
Potra2n10c21171	Potri.008G108000	AT3G16910	ATAAE7	ATAAE7
Potra2n8c17601	Potri.008G108000	AT3G16910	ATAAE7	ATAAE7
Potra2n8c17602	Potri.008G108100	AT5G49360	ATBXL1	ATBXL1
Potra2n8c17603	Potri.008G108201	AT4G16146	None	AT4G16146
Potra2n8c17604	Potri.008G108300	AT3G16890	ATPPR40	ATPPR40
Potra2n10c21174	Potri.008G108400	AT5G49350	None	AT5G49350
Potra2n8c17605	Potri.008G108400	AT5G49350	None	AT5G49350
Potra2n8c17606	Potri.008G108500	AT5G49340	ATTBL4	ATTBL4
Potra2n8c17607	Potri.008G108600	AT5G26910	ATTRM8	ATTRM8
Potra2n10c21181	Potri.008G108800	AT1G10240	ATFRS11	ATFRS11
Potra2n8c17608	Potri.008G108800	AT1G10240	ATFRS11	ATFRS11
Potra2n8c17610	Potri.008G108900	AT5G49320	None	AT5G49320
Potra2n8c17612	Potri.008G109000	AT1G69080	None	AT1G69080
Potra2n8c17615	Potri.008G109100	AT1G69060	None	AT1G69060
Potra2n8c17616	Potri.008G109200	AT1G69040	ATACR4	ATACR4
Potra2n8c17617	Potri.008G109300	AT1G26170	ATIMB5	ATIMB5
Potra2n8c17620	Potri.008G109400	AT1G13470	None	AT1G13470
Potra2n8c17621	Potri.008G109400	AT1G13470	None	AT1G13470
Potra2n8c17618	Potri.008G109400	AT1G13530	ATSNoneP30	ATSNoneP30
Potra2n8c17619	Potri.008G109400	AT1G13530	ATSNoneP30	ATSNoneP30
Potra2n8c17622	Potri.008G109500	AT1G13480	None	AT1G13480
Potra2n8c17623	Potri.008G109600	AT3G25590	None	AT3G25590
Potra2n8c17624	Potri.008G109700	AT1G26180	None	AT1G26180
Potra2n8c17625	Potri.008G109800	None	None	None
Potra2n8c17626	Potri.008G109900	AT1G13560	ATAAPT1	ATAAPT1
Potra2n8c17627	Potri.008G110000	AT3G57030	None	AT3G57030
Potra2n10c21243	Potri.008G110100	AT5G08180	None	AT5G08180
Potra2n8c17628	Potri.008G110100	AT5G08180	None	AT5G08180
Potra2n8c17630	Potri.008G110300	AT5G16000	ATNIK1	ATNIK1
Potra2n8c17632	Potri.008G110500	AT1G26190	ATTTM2	ATTTM2
Potra2n860s36843	Potri.008G110600	AT1G68850	None	AT1G68850
Potra2n8c17633	Potri.008G110600	AT1G68850	None	AT1G68850
Potra2n8c17634	Potri.008G110700	AT3G25545	ATPBAC1	ATPBAC1
Potra2n8c17635	Potri.008G110800	AT1G68740	ATPHO1;H1	ATPHO1;H1
Potra2n8c17636	Potri.008G111000	None	None	None
Potra2n8c17637	Potri.008G111100	AT1G68720	ATTADA	ATTADA
Potra2n8c17638	Potri.008G111100	None	None	None
Potra2n8c17640	Potri.008G111200	AT1G68710	ATALA9	ATALA9
Potra2n8c17641	Potri.008G111600	AT1G68690	ATPERK9	ATPERK9
Potra2n10c21251	Potri.008G111700	AT1G26160	None	AT1G26160
Potra2n1511s37116	Potri.008G111700	AT1G26160	None	AT1G26160
Potra2n17c31351	Potri.008G111700	AT1G26160	None	AT1G26160
Potra2n3c7629	Potri.008G111700	AT1G26160	None	AT1G26160
Potra2n3c8218	Potri.008G111700	AT1G26160	None	AT1G26160
Potra2n5c10786	Potri.008G111700	AT1G26160	None	AT1G26160
Potra2n5c12350	Potri.008G111700	AT1G26160	None	AT1G26160
Potra2n8c17644	Potri.008G111700	AT1G26160	None	AT1G26160
Potra2n8c17645	Potri.008G111800	AT2G03810	None	AT2G03810
Potra2n8c17646	Potri.008G111900	AT1G69030	None	AT1G69030
Potra2n8c17647	Potri.008G112000	AT1G69010	ATBIM2	ATBIM2
Potra2n8c17648	Potri.008G112066	None	None	None
Potra2n8c17649	Potri.008G112200	AT2G03890	ATPI4K GAMMA 7	ATPI4K GAMMA 7
Potra2n8c17650	Potri.008G112300	AT1G13635	None	AT1G13635
Potra2n8c17651	Potri.008G112400	None	None	None
Potra2n8c17652	Potri.008G112600	AT4G24760	None	AT4G24760
Potra2n8c17653	Potri.008G112700	AT2G04030	ATCR88	ATCR88
Potra2n8c17654	Potri.008G112800	AT2G24120	ATSCA3	ATSCA3
Potra2n8c17655	Potri.008G112900	AT1G68940	ATPUB42	ATPUB42
Potra2n8c17658	Potri.008G113000	AT2G37240	None	AT2G37240
Potra2n8c17660	Potri.008G113200	AT1G68920	ATCIL1	ATCIL1
Potra2n8c17663	Potri.008G113400	AT1G13600	ATbZIP58	ATbZIP58
Potra2n8c17666	Potri.008G113600	AT1G26220	ATSNoneT2	ATSNoneT2
Potra2n8c17667	Potri.008G113700	AT3G02360	ATPGD2	ATPGD2
Potra2n8c17668	Potri.008G113800	None	None	None
Potra2n8c17669	Potri.008G113900	AT1G13580	ATLAG13	ATLAG13
Potra2n8c17674	Potri.008G114200	AT1G68750	ATPPC4	ATPPC4
Potra2n8c17675	Potri.008G114400	AT1G68760	ATNUDX1	ATNUDX1
Potra2n8c17676	Potri.008G114500	AT3G25640	None	AT3G25640
Potra2n8c17677	Potri.008G114600	AT1G68765	ATIDA	ATIDA
Potra2n8c17679	Potri.008G114700	AT1G68780	None	AT1G68780
Potra2n8c17680	Potri.008G114800	AT1G13220	None	AT1G13220
Potra2n8c17681	Potri.008G114900	AT1G26110	ATDCP5	ATDCP5
Potra2n8c17682	Potri.008G115200	AT1G26100	None	AT1G26100
Potra2n8c17683	Potri.008G115300	AT5G38630	ATCYB-1	ATCYB-1
Potra2n8c17687	Potri.008G115600	AT1G73965	ATCLE13	ATCLE13
Potra2n8c17688	Potri.008G115700	AT1G25682	ATCWC16A	ATCWC16A
Potra2n8c17689	Potri.008G115800	AT1G68800	None	AT1G68800
Potra2n8c17690	Potri.008G115900	AT3G25700	None	AT3G25700
Potra2n8c17692	Potri.008G116000	AT1G68810	ATABS5	ATABS5
Potra2n8c17693	Potri.008G116200	None	None	None
Potra2n8c17694	Potri.008G116400	AT1G68820	ATPPRT1	ATPPRT1
Potra2n8c17695	Potri.008G116500	AT1G75290	None	AT1G75290
Potra2n8c17696	Potri.008G116600	AT1G25580	ATSOG1	ATSOG1
Potra2n10c21285	Potri.008G116800	AT1G68830	ATSTN7	ATSTN7
Potra2n8c17698	Potri.008G116800	AT1G68830	ATSTN7	ATSTN7
Potra2n8c17699	Potri.008G116900	AT1G13250	ATGATL3	ATGATL3
Potra2n8c17700	Potri.008G117000	AT1G25570	ATLLR1	ATLLR1
Potra2n10c21288	Potri.008G117100	AT1G13260	ATRAV1	ATRAV1
Potra2n8c17701	Potri.008G117100	AT1G25560	ATTEM1	ATTEM1
Potra2n10c21289	Potri.008G117200	AT1G13270	ATMAP1C	ATMAP1C
Potra2n8c17702	Potri.008G117200	AT1G13270	ATMAP1C	ATMAP1C
Potra2n8c17703	Potri.008G117300	AT3G25780	ATAOC3	ATAOC3
Potra2n8c17704	Potri.008G117400	AT5G14950	ATGMII	ATGMII
Potra2n8c17705	Potri.008G117500	AT1G68670	ATHHO2	ATHHO2
Potra2n8c17706	Potri.008G117600	AT1G29700	None	AT1G29700
Potra2n8c17707	Potri.008G117700	AT1G25540	ATPFT1	ATPFT1
Potra2n8c17709	Potri.008G117800	AT1G68660	ATCLPS1	ATCLPS1
Potra2n10c21298	Potri.008G117900	AT1G68650	ATPML5	ATPML5
Potra2n8c17711	Potri.008G118000	AT1G25530	None	AT1G25530
Potra2n8c17713	Potri.008G118200	AT1G25500	None	AT1G25500
Potra2n8c17714	Potri.008G118300	AT1G68640	ATPAN	ATPAN
Potra2n10c21302	Potri.008G118300	AT3G12250	ATTGA6	ATTGA6
Potra2n8c17715	Potri.008G118400	AT1G68620	None	AT1G68620
Potra2n8c17716	Potri.008G118500	AT3G25800	ATPP2AA2	ATPP2AA2
Potra2n8c17717	Potri.008G118600	AT1G25480	ATALMT4	ATALMT4
Potra2n8c17718	Potri.008G118700	AT1G68590	ATPSRP3/1	ATPSRP3/1
Potra2n10c21311	Potri.008G118800	AT1G13330	ATAHP2	ATAHP2
Potra2n8c17719	Potri.008G118800	AT1G13330	ATAHP2	ATAHP2
Potra2n8c17720	Potri.008G118900	AT5G42740	ATCPGI	ATCPGI
Potra2n8c18520	Potri.008G118900	AT5G42740	ATCPGI	ATCPGI
Potra2n8c17721	Potri.008G119100	AT3G25840	ATPRP4KA	ATPRP4KA
Potra2n2c4332	Potri.008G119100	None	None	None
Potra2n8c17724	Potri.008G119500	AT3G25860	ATLTA2	ATLTA2
Potra2n8c17725	Potri.008G119600	AT4G39670	ATGLTP	ATGLTP
Potra2n8c17726	Potri.008G119700	AT3G02540	ATRAD23C	ATRAD23C
Potra2n8c17727	Potri.008G119800	AT1G13360	None	AT1G13360
Potra2n8c17729	Potri.008G119900	None	None	None
Potra2n8c17730	Potri.008G120000	AT1G68560	ATXYL1	ATXYL1
Potra2n8c17731	Potri.008G120050	None	None	None
Potra2n8c17732	Potri.008G120200	AT1G68540	ATTKPR2	ATTKPR2
Potra2n8c17734	Potri.008G120400	AT1G25440	ATBBX15	ATBBX15
Potra2n8c17735	Potri.008G120500	None	None	None
Potra2n8c17736	Potri.008G120600	AT1G68510	ATLBD42	ATLBD42
Potra2n8c17737	Potri.008G120800	None	None	None
Potra2n8c17738	Potri.008G120900	AT1G13380	None	AT1G13380
Potra2n8c17739	Potri.008G121000	AT1G68490	None	AT1G68490
Potra2n10c21338	Potri.008G121100	AT3G25920	ATRPL15	ATRPL15
Potra2n8c17740	Potri.008G121100	AT3G25920	ATRPL15	ATRPL15
Potra2n8c17741	Potri.008G121200	AT1G68480	ATJAG	ATJAG
Potra2n10c21340	Potri.008G121300	AT1G25420	ATISTL2	ATISTL2
Potra2n8c17742	Potri.008G121300	AT1G25420	ATISTL2	ATISTL2
Potra2n10c21342	Potri.008G121400	AT1G13410	None	AT1G13410
Potra2n8c17743	Potri.008G121400	AT1G13410	None	AT1G13410
Potra2n10c21343	Potri.008G121500	AT1G68460	ATIPT1	ATIPT1
Potra2n8c17745	Potri.008G121500	AT1G68460	ATIPT1	ATIPT1
Potra2n8c17746	Potri.008G121700	AT1G25400	None	AT1G25400
Potra2n8c17747	Potri.008G121800	AT1G68300	None	AT1G68300
Potra2n8c17748	Potri.008G121900	AT1G68300	None	AT1G68300
Potra2n8c17749	Potri.008G122000	AT1G68260	ATALT3	ATALT3
Potra2n8c17750	Potri.008G122100	AT1G68320	ATMYB62	ATMYB62
Potra2n10c21351	Potri.008G122200	AT1G25350	ATOVA9	ATOVA9
Potra2n8c17751	Potri.008G122200	AT1G25350	ATOVA9	ATOVA9
Potra2n8c17752	Potri.008G122300	AT1G68330	None	AT1G68330
Potra2n8c17753	Potri.008G122400	AT1G70280	None	AT1G70280
Potra2n8c17754	Potri.008G122600	AT3G18295	None	AT3G18295
Potra2n8c17755	Potri.008G122700	AT1G68350	None	AT1G68350
Potra2n8c17757	Potri.008G123100	AT1G68360	ATGIS3	ATGIS3
Potra2n8c17758	Potri.008G123200	AT1G68370	ATARG1	ATARG1
Potra2n8c17759	Potri.008G123300	AT3G18290	ATBTS	ATBTS
Potra2n8c17760	Potri.008G123500	AT1G68390	None	AT1G68390
Potra2n10c21365	Potri.008G123600	AT1G68410	None	AT1G68410
Potra2n8c17761	Potri.008G123600	AT1G68410	None	AT1G68410
Potra2n8c17762	Potri.008G123700	AT1G25380	ATNDT2	ATNDT2
Potra2n8c17763	Potri.008G123900	None	None	None
Potra2n8c17768	Potri.008G124000	AT2G01260	None	AT2G01260
Potra2n8c17769	Potri.008G124100	AT1G68220	None	AT1G68220
Potra2n8c17770	Potri.008G124200	AT1G68230	None	AT1G68230
Potra2n8c17771	Potri.008G124300	AT2G01210	ATZAR1	ATZAR1
Potra2n8c17773	Potri.008G124400	AT1G15060	None	AT1G15060
Potra2n12c24561	Potri.008G124700	AT2G01190	ATPDE331	ATPDE331
Potra2n8c17775	Potri.008G124700	AT2G01190	ATPDE331	ATPDE331
Potra2n8c17776	Potri.008G124900	AT3G02600	ATLPP3	ATLPP3
Potra2n8c17778	Potri.008G125200	AT1G68190	None	AT1G68190
Potra2n8c17779	Potri.008G125300	AT1G47620	ATCYP96A8	ATCYP96A8
Potra2n8c17782	Potri.008G125500	None	None	None
Potra2n8c17784	Potri.008G125700	AT1G15100	ATRHA2A	ATRHA2A
Potra2n8c17785	Potri.008G125800	AT3G18210	ATCP2	ATCP2
Potra2n10c21397	Potri.008G125800	AT1G22950	ATICU11	ATICU11
Potra2n8c17786	Potri.008G125900	AT2G01140	ATPDE345	ATPDE345
Potra2n8c17787	Potri.008G125966	None	None	None
Potra2n8c17788	Potri.008G126000	None	None	None
Potra2n8c17789	Potri.008G126100	AT1G15110	ATPSS1	ATPSS1
Potra2n8c17790	Potri.008G126200	AT1G08510	ATFATB	ATFATB
Potra2n8c17791	Potri.008G126300	AT2G01120	ATORC4	ATORC4
Potra2n8c17792	Potri.008G126400	AT1G71150	None	AT1G71150
Potra2n8c17793	Potri.008G126500	AT1G15170	None	AT1G15170
Potra2n8c17794	Potri.008G126600	AT5G08690	None	AT5G08690
Potra2n8c17795	Potri.008G126700	AT1G15140	ATFNRL	ATFNRL
Potra2n8c17797	Potri.008G126900	AT1G15130	ATALIX	ATALIX
Potra2n8c17798	Potri.008G127000	None	None	None
Potra2n8c17799	Potri.008G127100	AT1G71120	ATGLIP6	ATGLIP6
Potra2n8c17800	Potri.008G127200	AT5G17350	None	AT5G17350
Potra2n8c17801	Potri.008G127300	AT2G01270	ATQSOX2	ATQSOX2
Potra2n8c17802	Potri.008G127400	AT2G01275	None	AT2G01275
Potra2n8c17803	Potri.008G127600	AT2G01290	ATRPI2	ATRPI2
Potra2n8c17804	Potri.008G127700	AT1G71090	ATPILS2	ATPILS2
Potra2n8c17805	Potri.008G127800	AT2G01300	None	AT2G01300
Potra2n8c17806	Potri.008G127900	AT1G71080	None	AT1G71080
Potra2n8c17807	Potri.008G128000	AT1G71070	None	AT1G71070
Potra2n8c17810	Potri.008G128200	AT5G40940	ATFLA20	ATFLA20
Potra2n8c17814	Potri.008G128400	AT1G23000	ATHMP05	ATHMP05
Potra2n8c17815	Potri.008G128500	AT1G22640	ATMYB3	ATMYB3
Potra2n8c17816	Potri.008G128600	AT1G23030	ATPUB11	ATPUB11
Potra2n8c17817	Potri.008G128700	AT1G71015	None	AT1G71015
Potra2n8c17818	Potri.008G128800	AT1G71010	ATFAB1C	ATFAB1C
Potra2n8c17819	Potri.008G128900	AT2G01350	ATQPT	ATQPT
Potra2n8c17820	Potri.008G129000	None	None	None
Potra2n8c17822	Potri.008G129100	None	None	None
Potra2n8c17823	Potri.008G129200	None	None	None
Potra2n8c17824	Potri.008G129300	AT1G70950	ATWDL7	ATWDL7
Potra2n8c17825	Potri.008G129400	AT1G70940	ATPIN3	ATPIN3
Potra2n8c17826	Potri.008G129500	AT2G01430	ATHB17	ATHB17
Potra2n10c21456	Potri.008G129800	AT1G15000	ATscpl50	ATscpl50
Potra2n8c17829	Potri.008G129800	AT1G15000	ATscpl50	ATscpl50
Potra2n8c17830	Potri.008G129800	AT1G15000	ATscpl50	ATscpl50
Potra2n8c17831	Potri.008G129900	AT1G14990	None	AT1G14990
Potra2n8c17833	Potri.008G130100	AT1G30110	ATNUDX25	ATNUDX25
Potra2n299s35260	Potri.008G130200	AT2G01460	None	AT2G01460
Potra2n8c17834	Potri.008G130200	AT2G01460	None	AT2G01460
Potra2n299s35259	Potri.008G130300	AT2G01470	ATSTL2P	ATSTL2P
Potra2n10c21460	Potri.008G130400	AT1G23090	ATSULTR3;3	ATSULTR3;3
Potra2n299s35258	Potri.008G130400	AT1G23090	ATSULTR3;3	ATSULTR3;3
Potra2n299s35256	Potri.008G130500	AT1G23100	None	AT1G23100
Potra2n299s35255	Potri.008G130600	AT2G01480	ATESMD1	ATESMD1
Potra2n299s35253	Potri.008G130700	AT1G70900	None	AT1G70900
Potra2n299s35252	Potri.008G130800	None	None	None
Potra2n299s35250	Potri.008G131100	AT1G70890	ATMLP43	ATMLP43
Potra2n8c17835	Potri.008G131200	AT1G14930	None	AT1G14930
Potra2n8c17836	Potri.008G131400	AT1G70820	None	AT1G70820
Potra2n8c17837	Potri.008G131500	AT2G01540	ATCAR10	ATCAR10
Potra2n8c17838	Potri.008G131600	AT1G70780	None	AT1G70780
Potra2n8c17839	Potri.008G131700	AT1G14920	ATGAI	ATGAI
Potra2n10c21479	Potri.008G131900	AT1G23180	ATARM	ATARM
Potra2n8c17841	Potri.008G131900	AT1G23180	ATARM	ATARM
Potra2n8c17843	Potri.008G132000	None	None	None
Potra2n8c17844	Potri.008G132100	AT1G14910	ATPICALM1B	ATPICALM1B
Potra2n8c17845	Potri.008G132200	AT1G70750	ATMYOB2	ATMYOB2
Potra2n8c17846	Potri.008G132300	AT1G70740	None	AT1G70740
Potra2n8c17847	Potri.008G132400	AT1G14900	ATHMGA	ATHMGA
Potra2n8c17848	Potri.008G132500	AT1G23190	ATPGM3	ATPGM3
Potra2n8c17849	Potri.008G132600	AT2G01610	None	AT2G01610
Potra2n8c17851	Potri.008G132700	AT1G70710	ATGH9B1	ATGH9B1
Potra2n8c17852	Potri.008G132800	AT1G14870	ATPCR2	ATPCR2
Potra2n8c17853	Potri.008G132900	AT1G14870	ATPCR2	ATPCR2
Potra2n8c17854	Potri.008G133000	AT1G23220	None	AT1G23220
Potra2n8c17855	Potri.008G133100	AT2G01620	ATMEE11	ATMEE11
Potra2n8c17856	Potri.008G133200	AT2G01630	None	AT2G01630
Potra2n8c17857	Potri.008G133300	AT1G23230	ATMED23	ATMED23
Potra2n8c17858	Potri.008G133500	AT2G01660	ATPDLP6	ATPDLP6
Potra2n8c17859	Potri.008G133700	AT2G01650	ATPUX2	ATPUX2
Potra2n10c21500	Potri.008G133800	AT1G70670	ATCLO4	ATCLO4
Potra2n8c17860	Potri.008G133800	AT1G70670	ATCLO4	ATCLO4
Potra2n8c17861	Potri.008G133900	AT1G23260	ATMMZ1	ATMMZ1
Potra2n8c17862	Potri.008G134000	AT2G01670	ATNUDT17	ATNUDT17
Potra2n8c17863	Potri.008G134100	AT1G67920	None	AT1G67920
