X,baseMean,log2FoldChange,padj,timepoint,level in KNO3,description,kegg_description,atg_description,go_description,pfam_description,t_factor
Potra2n5c10875,156.8061483,-0.747778765,0.00517943,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9FG14|MYOB7_ARATH Myosin-binding protein 7 OS=Arabidopsis thaliana OX=3702 GN=MYOB7 PE=1 SV=1,0,"AT2G30690-lateral signaling target-like protein (Protein of unknown function, DUF593) lateral signaling target-like protein (Protein of unknown function, DUF593)",GO:0017022-myosin binding,PF04576-Zein-binding,No
Potra2n10c20676,244.8853879,-0.745626438,0.011042726,KNO3_4h_vs_KCL_4h,Downregulated,sp|O35317|PBX3_MOUSE Pre-B-cell leukemia transcription factor 3 OS=Mus musculus OX=10090 GN=Pbx3 PE=2 SV=1,0,AT5G02030-POX (plant homeobox) family protein POX (plant homeobox) family protein,"GO:0006355-regulation of transcription, DNA-templated;GO:0003677-DNA binding",PF05920-Homeobox KN domain;PF07526-Associated with HOX,Homobox-WOX
Potra2n9c19459,196.1996288,-0.7419752,0.005790584,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,AT3G52110-interferon-activable protein interferon-activable protein,0,0,C2H2
Potra2n6c15166,216.1050262,-0.738072263,0.016542406,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q0JHF1|BZP12_ORYSJ bZIP transcription factor 12 OS=Oryza sativa subsp. japonica OX=39947 GN=BZIP12 PE=2 SV=1,0,AT3G56850-ABA-responsive element binding protein 3 ABA-responsive element binding protein 3,"GO:0003700-DNA binding transcription factor activity;GO:0006355-regulation of transcription, DNA-templated",PF00170-bZIP transcription factor,bZIP
Potra2n15c28891,251.858668,-0.734055954,0.025406467,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q58E03|DJC25_XENLA DnaJ homolog subfamily C member 25 OS=Xenopus laevis OX=8355 GN=dnajc25 PE=2 SV=1,0,AT3G17830-Molecular chaperone Hsp40/DnaJ family protein Molecular chaperone Hsp40/DnaJ family protein,GO:0009408-response to heat;GO:0006457-protein folding;GO:0005524-ATP binding;GO:0051082-unfolded protein binding;GO:0031072-heat shock protein binding,PF00226-DnaJ domain;PF01556-DnaJ C terminal domain;PF00684-DnaJ central domain,No
Potra2n7c15611,236.1969355,-0.724716452,0.008030724,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q06712|PREG_NEUCR Nuc-1 negative regulatory protein preg OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=preg PE=1 SV=1,0,AT3G21870-cyclin p2;1 cyclin p2;1,GO:0019901-protein kinase binding;GO:0000079-regulation of cyclin-dependent protein serine/threonine kinase activity,PF08613-Cyclin,No
Potra2n15c28316,2718.200657,-0.722608072,3.92E-05,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9SNE5|IRX15_ARATH Protein IRREGULAR XYLEM 15 OS=Arabidopsis thaliana OX=3702 GN=IRX15 PE=2 SV=1,0,AT4G24910-glucuronoxylan 4-O-methyltransferase-like protein (DUF579) glucuronoxylan 4-O-methyltransferase-like protein (DUF579),GO:0045492-xylan biosynthetic process,PF04669-Polysaccharide biosynthesis,No
Potra2n6c15370,68.78526792,-0.720078098,0.026935259,KNO3_4h_vs_KCL_4h,Downregulated,sp|F4JQG6|VCL43_ARATH Vicilin-like seed storage protein At4g36700 OS=Arabidopsis thaliana OX=3702 GN=At4g36700 PE=3 SV=1,0,AT3G22640-cupin family protein cupin family protein,GO:0045735-nutrient reservoir activity,PF00190-Cupin,No
Potra2n12c24761,220.6551026,-0.712115794,2.16E-05,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,0,0,0,No
Potra2n12c24786,874.7733078,-0.711926683,8.56E-05,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9FFR9|CHX18_ARATH Cation/H(+) antiporter 18 OS=Arabidopsis thaliana OX=3702 GN=CHX18 PE=2 SV=1,0,AT5G51710-K+ efflux antiporter 5 K+ efflux antiporter 5,GO:0006812-cation transport;GO:0016021-integral component of membrane;GO:0015299-solute:proton antiporter activity;GO:0055085-transmembrane transport,PF00999-Sodium/hydrogen exchanger family,No
Potra2n5c12552,181.2909386,-0.71190264,2.33E-05,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q55DK2|Y9628_DICDI Probable serine/threonine-protein kinase DDB_G0269628 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0269628 PE=3 SV=1,0,AT1G09000-NPK1-related protein kinase 1 NPK1-related protein kinase 1,GO:0006468-protein phosphorylation;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF00069-Protein kinase domain,No
Potra2n10c21286,93.07046656,-0.696771007,0.006106806,KNO3_4h_vs_KCL_4h,Downregulated,sp|P25148|GSPA_BACSU General stress protein A OS=Bacillus subtilis (strain 168) OX=224308 GN=gspA PE=1 SV=2,0,AT1G13250-galacturonosyltransferase-like 3 galacturonosyltransferase-like 3,"GO:0016757-transferase activity, transferring glycosyl groups",PF01501-Glycosyl transferase family 8,No
Potra2n5c11986,811.4704159,-0.693265692,0.02338646,KNO3_4h_vs_KCL_4h,Downregulated,sp|P44016|Y561_HAEIN Putative oligopeptide transporter HI_0561 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0561 PE=3 SV=2,0,AT1G65730-YELLOW STRIPE like 7 YELLOW STRIPE like 7,GO:0055085-transmembrane transport,PF03169-OPT oligopeptide transporter protein,No
Potra2n13c25690,3485.854649,-0.691219825,0.036642639,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9SH31|GT16_ARATH Xyloglucan-specific galacturonosyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=GT16 PE=2 SV=1,0,AT3G45400-exostosin family protein exostosin family protein,"GO:0016757-transferase activity, transferring glycosyl groups;GO:0006486-protein glycosylation",PF03016-Exostosin family,No
Potra2n114s34577,77.11965122,-0.690932812,0.036155731,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q8K1X4|NCKPL_MOUSE Nck-associated protein 1-like OS=Mus musculus OX=10090 GN=Nckap1l PE=1 SV=1,0,AT2G35110-transcription activator transcription activator,0,PF09735-Membrane-associated apoptosis protein,No
Potra2n19c34011,165.4088958,-0.688345488,0.010104241,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q7X7S8|COLD1_ORYSJ GPCR-type G protein COLD1 OS=Oryza sativa subsp. japonica OX=39947 GN=COLD1 PE=1 SV=2,0,AT4G27630-GPCR-type G protein 2 GPCR-type G protein 2,0,0,No
Potra2n15c28890,994.2793983,-0.683668982,0.00075522,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9FZB1|Y5188_ARATH Probable LRR receptor-like serine/threonine-protein kinase At1g51880 OS=Arabidopsis thaliana OX=3702 GN=At1g51880 PE=2 SV=1,0,AT3G17840-receptor-like kinase 902 receptor-like kinase 902,GO:0004713-protein tyrosine kinase activity;GO:0006468-protein phosphorylation;GO:0005524-ATP binding;GO:0005515-protein binding;GO:0004672-protein kinase activity,PF13855-Leucine rich repeat;PF00069-Protein kinase domain;PF08263-Leucine rich repeat N-terminal domain,No
Potra2n15c28568,6311.806701,-0.678525795,6.30E-06,KNO3_4h_vs_KCL_4h,Downregulated,sp|P41006|PYRP_BACCL Uracil permease OS=Bacillus caldolyticus OX=1394 GN=pyrP PE=3 SV=1,0,AT5G62890-Xanthine/uracil permease family protein Xanthine/uracil permease family protein,GO:0022857-transmembrane transporter activity;GO:0016020-membrane;GO:0055085-transmembrane transport,PF00860-Permease family,No
Potra2n5c12070,795.4273306,-0.669514436,0.023169974,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9SFE9|GONS5_ARATH GDP-mannose transporter GONST5 OS=Arabidopsis thaliana OX=3702 GN=GONST5 PE=2 SV=1,0,AT4G39390-nucleotide sugar transporter-KT 1 nucleotide sugar transporter-KT 1,0,PF03151-Triose-phosphate Transporter family,No
Potra2n15c28314,951.3309476,-0.667337096,0.000138555,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,0,0,0,No
Potra2n1c1154,1179.651225,-0.667216491,0.005703205,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q07798|SPO75_YEAST Sporulation-specific protein 75 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPO75 PE=1 SV=1,0,AT1G32090-early-responsive to dehydration stress protein (ERD4) early-responsive to dehydration stress protein (ERD4),GO:0016020-membrane,"PF13967-Late exocytosis, associated with Golgi transport;PF14703-Cytosolic domain of 10TM putative phosphate transporter;PF02714-Calcium-dependent channel, 7TM region, putative phosphate",No
Potra2n9c19352,9295.458758,-0.656661562,0.00720455,KNO3_4h_vs_KCL_4h,Downregulated,sp|D3ZBP4|MICA1_RAT [F-actin]-monooxygenase MICAL1 OS=Rattus norvegicus OX=10116 GN=Mical1 PE=1 SV=1,0,AT1G10200-GATA type zinc finger transcription factor family protein GATA type zinc finger transcription factor family protein,0,PF00412-LIM domain;PF00412-LIM domain,LIM
Potra2n4c9331,290.4785591,-0.653052685,0.000328548,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,AT1G67040-DnaA initiator-associating protein DnaA initiator-associating protein,0,PF14309-Domain of unknown function (DUF4378);PF14383-DUF761-associated sequence motif,No
Potra2n13c25867,401.051216,-0.653023557,0.009192679,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,"AT5G28910-alpha-(1,6)-fucosyltransferase alpha-(1,6)-fucosyltransferase",0,0,No
Potra2n3c7062,881.0664121,-0.651463426,0.049921812,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q8J0P4|CRF1_ASPFU Probable glycosidase crf1 OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=crf1 PE=1 SV=2,0,AT5G13870-xyloglucan endotransglucosylase/hydrolase 5 xyloglucan endotransglucosylase/hydrolase 5,"GO:0042546-cell wall biogenesis;GO:0005975-carbohydrate metabolic process;GO:0006073-cellular glucan metabolic process;GO:0005618-cell wall;GO:0048046-apoplast;GO:0016762-xyloglucan:xyloglucosyl transferase activity;GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds;GO:0010411-xyloglucan metabolic process",PF00722-Glycosyl hydrolases family 16;PF06955-Xyloglucan endo-transglycosylase (XET) C-terminus,No
Potra2n2c4418,186.7809649,-0.650321961,0.031657666,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q49136|CAPP_METEA Phosphoenolpyruvate carboxylase OS=Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1) OX=272630 GN=ppc PE=3 SV=2,4.1.1.31;4.1.1.31;4.1.1.31;4.1.1.31,AT1G53310-phosphoenolpyruvate carboxylase 1 phosphoenolpyruvate carboxylase 1,GO:0003824-catalytic activity;GO:0006099-tricarboxylic acid cycle;GO:0015977-carbon fixation;GO:0008964-phosphoenolpyruvate carboxylase activity,PF00311-Phosphoenolpyruvate carboxylase,No
Potra2n19c33675,185.7576747,-0.650112399,0.01015979,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q13670|PM2PB_HUMAN Putative postmeiotic segregation increased 2-like protein 11 OS=Homo sapiens OX=9606 GN=PMS2P11 PE=5 SV=1,0,AT4G09140-MUTL-homologue 1 MUTL-homologue 1,GO:0016887-ATPase activity;GO:0032300-mismatch repair complex;GO:0006298-mismatch repair;GO:0005524-ATP binding;GO:0030983-mismatched DNA binding,"PF01119-DNA mismatch repair protein, C-terminal domain;PF13589-Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;PF16413-DNA mismatch repair protein Mlh1 C-terminus",No
Potra2n14c27586,165.6995759,-0.65006937,0.010984205,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q6P9F7|LRC8B_HUMAN Volume-regulated anion channel subunit LRRC8B OS=Homo sapiens OX=9606 GN=LRRC8B PE=1 SV=2,0,AT3G28040-Leucine-rich receptor-like protein kinase family protein Leucine-rich receptor-like protein kinase family protein,GO:0006468-protein phosphorylation;GO:0005524-ATP binding;GO:0005515-protein binding;GO:0004672-protein kinase activity,PF00560-Leucine Rich Repeat;PF13855-Leucine rich repeat;PF13855-Leucine rich repeat;PF13855-Leucine rich repeat;PF08263-Leucine rich repeat N-terminal domain;PF13516-Leucine Rich repeat;PF00069-Protein kinase domain,No
Potra2n5c12035,196.9428168,-0.647509149,0.009472065,KNO3_4h_vs_KCL_4h,Downregulated,sp|P42694|HELZ_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=2,0,AT1G05460-P-loop containing nucleoside triphosphate hydrolases superfamily protein P-loop containing nucleoside triphosphate hydrolases superfamily protein,0,0,No
Potra2n8c18394,491.6585807,-0.646494267,0.012218285,KNO3_4h_vs_KCL_4h,Downregulated,sp|F4I6M4|TORL1_ARATH TORTIFOLIA1-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=TOR1L1 PE=2 SV=1,0,AT1G27210-ARM repeat superfamily protein ARM repeat superfamily protein,GO:0008017-microtubule binding;GO:0005874-microtubule;GO:0005515-protein binding,PF02985-HEAT repeat,No
Potra2n19c33369,149.1350383,-0.646383099,0.023169974,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9SUC9|UGPI7_ARATH Uncharacterized GPI-anchored protein At4g28100 OS=Arabidopsis thaliana OX=3702 GN=At4g28100 PE=2 SV=1,0,AT4G28100-transmembrane protein transmembrane protein,0,0,No
Potra2n4c9927,333.81313,-0.646033628,0.023755533,KNO3_4h_vs_KCL_4h,Downregulated,"sp|Q84JL5|INVH_ARATH Probable alkaline/neutral invertase A, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=INVH PE=2 SV=1",3.2.1.26;3.2.1.26,AT4G34860-Plant neutral invertase family protein Plant neutral invertase family protein,GO:0003824-catalytic activity;GO:0033926-glycopeptide alpha-N-acetylgalactosaminidase activity,PF12899-Alkaline and neutral invertase,No
Potra2n8c18060,172.6090297,-0.644551153,0.026783373,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9Y4I5|MTL5_HUMAN Tesmin OS=Homo sapiens OX=9606 GN=TESMIN PE=1 SV=2,0,AT3G22780-Tesmin/TSO1-like CXC domain-containing protein Tesmin/TSO1-like CXC domain-containing protein,0,"PF03638-Tesmin/TSO1-like CXC domain, cysteine-rich domain;PF03638-Tesmin/TSO1-like CXC domain, cysteine-rich domain",Tesmin
Potra2n11c22877,54.20521082,-0.640894492,0.038818953,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,"AT1G53250-histone-lysine N-methyltransferase, H3 lysine-79 specific-like protein histone-lysine N-methyltransferase, H3 lysine-79 specific-like protein",0,0,No
Potra2n14c26607,325.3754508,-0.639044512,0.012707112,KNO3_4h_vs_KCL_4h,Downregulated,sp|A0A0R8YXT5|MPAO_CLAUC Methylphloroacetophenone oxidase OS=Cladonia uncialis OX=174080 GN=MPAO PE=1 SV=1,0,"AT4G31940-cytochrome P450, family 82, subfamily C, polypeptide 4 cytochrome P450, family 82, subfamily C, polypeptide 4","GO:0005506-iron ion binding;GO:0016705-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0055114-oxidation-reduction process;GO:0020037-heme binding",PF00067-Cytochrome P450,No
Potra2n4c10336,677.6860081,-0.637902197,0.03361164,KNO3_4h_vs_KCL_4h,Downregulated,sp|P81785|MLOL_LINUS MLO-like protein (Fragment) OS=Linum usitatissimum OX=4006 PE=2 SV=1,0,AT1G11000-Seven transmembrane MLO family protein Seven transmembrane MLO family protein,GO:0006952-defense response;GO:0016021-integral component of membrane,PF03094-Mlo family;PF03094-Mlo family,No
Potra2n6c14263,136.833091,-0.635696697,0.021919194,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q01266|YHYC_PSESN Uncharacterized protein in hyuC 3'region (Fragment) OS=Pseudomonas sp. (strain NS671) OX=29441 PE=3 SV=2,0,"AT5G03555-permease, cytosine/purines, uracil, thiamine, allantoin family protein permease, cytosine/purines, uracil, thiamine, allantoin family protein",GO:0022857-transmembrane transporter activity;GO:0016020-membrane;GO:0055085-transmembrane transport,"PF02133-Permease for cytosine/purines, uracil, thiamine, allantoin",No
Potra2n4c10259,206.4584999,-0.631353491,0.012028771,KNO3_4h_vs_KCL_4h,Downregulated,sp|B1KKJ2|ISPG_SHEWM 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) OS=Shewanella woodyi (strain ATCC 51908 / MS32) OX=392500 GN=ispG PE=3 SV=1,1.17.7.3,AT5G60600-4-hydroxy-3-methylbut-2-enyl diphosphate synthase 4-hydroxy-3-methylbut-2-enyl diphosphate synthase,GO:0044237-cellular metabolic process;GO:0016114-terpenoid biosynthetic process;GO:0055114-oxidation-reduction process;GO:0046429-4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity,PF04551-GcpE protein,No
Potra2n2c6335,255.2094554,-0.626875601,0.019923576,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q5UQG2|YL498_MIMIV Probable zinc-type alcohol dehydrogenase-like protein L498 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L498 PE=1 SV=1,0,AT5G42250-Zinc-binding alcohol dehydrogenase family protein Zinc-binding alcohol dehydrogenase family protein,GO:0008270-zinc ion binding;GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity,PF00107-Zinc-binding dehydrogenase;PF08240-Alcohol dehydrogenase GroES-like domain,No
Potra2n7c15531,480.4850136,-0.618294471,0.042328166,KNO3_4h_vs_KCL_4h,Downregulated,sp|B3M3R5|SHEP_DROAN Protein alan shepard OS=Drosophila ananassae OX=7217 GN=shep PE=3 SV=2,0,AT2G43410-RNA binding protein RNA binding protein,GO:0016020-membrane;GO:0008378-galactosyltransferase activity;GO:0006486-protein glycosylation;GO:0003676-nucleic acid binding,"PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF01762-Galactosyltransferase;PF07744-SPOC domain",No
Potra2n10c22086,308.3436113,-0.618285275,0.0179829,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9FN69|GL3_ARATH Transcription factor GLABRA 3 OS=Arabidopsis thaliana OX=3702 GN=GL3 PE=1 SV=1,0,AT1G59640-transcription factor BIG PETAL P (BPE) transcription factor BIG PETAL P (BPE),"GO:0006355-regulation of transcription, DNA-templated;GO:0046983-protein dimerization activity",PF00010-Helix-loop-helix DNA-binding domain,bHLH
Potra2n6c15162,107.9166788,-0.615760152,0.010324802,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,AT3G56810-hypothetical protein hypothetical protein,0,0,No
Potra2n13c26198,1824.780451,-0.611633264,0.014873265,KNO3_4h_vs_KCL_4h,Downregulated,sp|P51911|CNN1_HUMAN Calponin-1 OS=Homo sapiens OX=9606 GN=CNN1 PE=1 SV=2,0,AT5G27000-kinesin 4 kinesin 4,GO:0008017-microtubule binding;GO:0007018-microtubule-based movement;GO:0005524-ATP binding;GO:0003777-microtubule motor activity;GO:0005515-protein binding,PF00307-Calponin homology (CH) domain;PF00225-Kinesin motor domain,No
Potra2n13c25568,206.7764343,-0.610226003,0.005835455,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,0,0,0,No
Potra2n3c6713,229.5184351,-0.607915418,0.003435539,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q9LX20|ASPL1_ARATH Aspartic proteinase-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=At5g10080 PE=2 SV=1,0,AT5G07030-Eukaryotic aspartyl protease family protein Eukaryotic aspartyl protease family protein,GO:0006508-proteolysis;GO:0004190-aspartic-type endopeptidase activity,PF14543-Xylanase inhibitor N-terminal;PF14541-Xylanase inhibitor C-terminal,No
Potra2n6c13415,700.1593067,-0.606733825,0.047564156,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,AT4G33140-Haloacid dehalogenase-like hydrolase (HAD) superfamily protein Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,GO:0008253-5'-nucleotidase activity;GO:0009264-deoxyribonucleotide catabolic process,"PF06941-5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)",No
Potra2n7c15529,1864.39635,-0.606635943,0.002253027,KNO3_4h_vs_KCL_4h,Downregulated,sp|P64262|Y2612_MYCBO Uncharacterized protein Mb2612c OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=BQ2027_MB2612C PE=3 SV=1,3.1.2.6,AT2G43430-glyoxalase 2-1 glyoxalase 2-1,GO:0004416-hydroxyacylglutathione hydrolase activity;GO:0019243-methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,PF16123-Hydroxyacylglutathione hydrolase C-terminus;PF00753-Metallo-beta-lactamase superfamily,No
Potra2n6c15002,183.3852053,-0.606156225,0.003564677,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,0,0,0,No
Potra2n10c21379,649.9995662,-0.600098868,0.017773295,KNO3_4h_vs_KCL_4h,Downregulated,sp|P43404|ZAP70_MOUSE Tyrosine-protein kinase ZAP-70 OS=Mus musculus OX=10090 GN=Zap70 PE=1 SV=3,0,AT2G01210-Leucine-rich repeat protein kinase family protein Leucine-rich repeat protein kinase family protein,GO:0006468-protein phosphorylation;GO:0005524-ATP binding;GO:0005515-protein binding;GO:0004672-protein kinase activity,PF13855-Leucine rich repeat;PF00069-Protein kinase domain;PF08263-Leucine rich repeat N-terminal domain,No
Potra2n2c6216,85.72036724,-0.598081983,0.017773295,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q55FA4|RPA43_DICDI Probable DNA-directed RNA polymerase I subunit RPA43 OS=Dictyostelium discoideum OX=44689 GN=rpa43 PE=2 SV=1,0,AT1G75670-DNA-directed RNA polymerase DNA-directed RNA polymerase,0,0,No
Potra2n1c2230,95.35879756,-0.596125162,0.010502547,KNO3_4h_vs_KCL_4h,Downregulated,sp|P69566|RANB9_MOUSE Ran-binding protein 9 OS=Mus musculus OX=10090 GN=Ranbp9 PE=1 SV=1,0,AT1G51450-TRAUCO TRAUCO,GO:0048188-Set1C/COMPASS complex;GO:0005515-protein binding;GO:0051568-histone H3-K4 methylation,PF00622-SPRY domain,No
Potra2n1c887,646.061377,-0.595540262,0.033638035,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q555N6|Y4705_DICDI Glutathione S-transferase domain-containing protein DDB_G0274705 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0274705 PE=3 SV=3,2.5.1.18;2.5.1.18;2.5.1.18;2.5.1.18,AT5G41210-glutathione S-transferase THETA 1 glutathione S-transferase THETA 1,GO:0005515-protein binding,"PF02798-Glutathione S-transferase, N-terminal domain;PF13410-Glutathione S-transferase, C-terminal domain",No
Potra2n9c19957,382.0535754,-0.593699577,0.021100079,KNO3_4h_vs_KCL_4h,Downregulated,sp|C0LGG7|Y1534_ARATH Probable LRR receptor-like serine/threonine-protein kinase At1g53420 OS=Arabidopsis thaliana OX=3702 GN=At1g53420 PE=2 SV=2,0,AT3G44200-serine/threonine-protein kinase NEK5 serine/threonine-protein kinase NEK5,GO:0006468-protein phosphorylation;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF00069-Protein kinase domain,No
Potra2n7c16509,985.4261756,-0.59262435,0.006054365,KNO3_4h_vs_KCL_4h,Downregulated,sp|D2HHP1|WEE2_AILME Wee1-like protein kinase 2 OS=Ailuropoda melanoleuca OX=9646 GN=WEE2 PE=3 SV=1,0,AT4G36180-Leucine-rich receptor-like protein kinase family protein Leucine-rich receptor-like protein kinase family protein,GO:0006468-protein phosphorylation;GO:0005515-protein binding;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF00069-Protein kinase domain;PF08263-Leucine rich repeat N-terminal domain;PF13855-Leucine rich repeat;PF13855-Leucine rich repeat;PF13855-Leucine rich repeat,No
Potra2n9c19913,148.9504277,-0.589435298,0.007596157,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,"AT2G31920-elongation factor 1-delta, putative (DUF936) elongation factor 1-delta, putative (DUF936)",0,PF06075-Plant protein of unknown function (DUF936);PF06075-Plant protein of unknown function (DUF936),No
Potra2n5c11732,920.2728581,-0.588671135,3.36E-05,KNO3_4h_vs_KCL_4h,Downregulated,sp|O14976|GAK_HUMAN Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2,0,AT4G36520-Chaperone DnaJ-domain superfamily protein Chaperone DnaJ-domain superfamily protein,0,0,No
Potra2n15c27965,93.8138747,-0.584181487,0.045745774,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q57898|Y456_METJA Uncharacterized transporter MJ0456 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0456 PE=3 SV=1,0,AT1G02260-Divalent ion symporter Divalent ion symporter,GO:0016021-integral component of membrane;GO:0055085-transmembrane transport,PF03600-Citrate transporter,No
Potra2n19c33606,380.5399611,-0.583020557,0.035779991,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q6PK81|ZN773_HUMAN Zinc finger protein 773 OS=Homo sapiens OX=9606 GN=ZNF773 PE=2 SV=1,0,AT1G34370-C2H2 and C2HC zinc fingers superfamily protein C2H2 and C2HC zinc fingers superfamily protein,GO:0003676-nucleic acid binding,0,C2H2
Potra2n1c1107,284.6803067,-0.578275412,0.002655721,KNO3_4h_vs_KCL_4h,Downregulated,sp|F4I9E1|NFD4_ARATH Protein NUCLEAR FUSION DEFECTIVE 4 OS=Arabidopsis thaliana OX=3702 GN=NFD4 PE=3 SV=1,0,AT4G19450-Major facilitator superfamily protein Major facilitator superfamily protein,0,PF06813-Nodulin-like,No
Potra2n1c694,89.04321003,-0.575393913,0.042328166,KNO3_4h_vs_KCL_4h,Downregulated,None available,0,AT4G24090-homer protein homer protein,0,0,No
Potra2n1c3554,3290.868336,-0.570734296,0.000904618,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q96JP2|MY15B_HUMAN Unconventional myosin-XVB OS=Homo sapiens OX=9606 GN=MYO15B PE=1 SV=3,0,AT5G54280-myosin 2 myosin 2,GO:0016459-myosin complex;GO:0051015-actin filament binding;GO:0003774-motor activity;GO:0005515-protein binding;GO:0005524-ATP binding,PF00063-Myosin head (motor domain);PF00612-IQ calmodulin-binding motif,No
Potra2n1c2821,1730.334534,-0.564826834,0.007561116,KNO3_4h_vs_KCL_4h,Downregulated,sp|Q4R676|F214B_MACFA Protein FAM214B OS=Macaca fascicularis OX=9541 GN=FAM214B PE=2 SV=1,0,AT3G26890-meiosis chromosome segregation family protein meiosis chromosome segregation family protein,0,PF13889-Chromosome segregation during meiosis,No
Potra2n10c20806,13812.87176,-0.563420584,0.014201441,KNO3_4h_vs_KCL_4h,Downregulated,sp|I6WZK7|MMCO_MYCTU Multicopper oxidase MmcO OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=mmcO PE=1 SV=1,0,AT2G40370-laccase 5 laccase 5,GO:0052716-hydroquinone:oxygen oxidoreductase activity;GO:0048046-apoplast;GO:0046274-lignin catabolic process;GO:0005507-copper ion binding;GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity,PF07732-Multicopper oxidase;PF07732-Multicopper oxidase;PF00394-Multicopper oxidase;PF00394-Multicopper oxidase;PF07731-Multicopper oxidase;PF07731-Multicopper oxidase,No
